timestamp,topic,lane.cross_track_error.data,lane.cross_track_error.__msgtype__
1777518408.6814382,/lane/cross_track_error,0.13118022680282593,std_msgs/msg/Float32
1777518408.7694874,/lane/cross_track_error,0.11527004092931747,std_msgs/msg/Float32
1777518408.800123,/lane/cross_track_error,0.0930074155330658,std_msgs/msg/Float32
1777518408.8500865,/lane/cross_track_error,0.11364205926656723,std_msgs/msg/Float32
1777518408.88707,/lane/cross_track_error,0.1317092478275299,std_msgs/msg/Float32
1777518408.9125776,/lane/cross_track_error,0.09826496988534927,std_msgs/msg/Float32
1777518408.955565,/lane/cross_track_error,0.1250075250864029,std_msgs/msg/Float32
1777518408.9859052,/lane/cross_track_error,0.1577025204896927,std_msgs/msg/Float32
1777518409.0164747,/lane/cross_track_error,0.1315203309059143,std_msgs/msg/Float32
1777518409.0459385,/lane/cross_track_error,0.12584848701953888,std_msgs/msg/Float32
1777518409.0923135,/lane/cross_track_error,0.10549859702587128,std_msgs/msg/Float32
1777518409.1311934,/lane/cross_track_error,0.25410568714141846,std_msgs/msg/Float32
1777518409.1741166,/lane/cross_track_error,0.11344341933727264,std_msgs/msg/Float32
1777518409.2023644,/lane/cross_track_error,0.12226328998804092,std_msgs/msg/Float32
1777518409.2402027,/lane/cross_track_error,0.10345451533794403,std_msgs/msg/Float32
1777518409.2700846,/lane/cross_track_error,0.25322043895721436,std_msgs/msg/Float32
1777518409.3007,/lane/cross_track_error,0.11714540421962738,std_msgs/msg/Float32
1777518409.33302,/lane/cross_track_error,0.11854492872953415,std_msgs/msg/Float32
1777518409.3620057,/lane/cross_track_error,0.14940527081489563,std_msgs/msg/Float32
1777518409.3911362,/lane/cross_track_error,0.1205851137638092,std_msgs/msg/Float32
1777518409.419642,/lane/cross_track_error,0.10998411476612091,std_msgs/msg/Float32
1777518409.444837,/lane/cross_track_error,0.14220014214515686,std_msgs/msg/Float32
1777518409.4717915,/lane/cross_track_error,0.11623493582010269,std_msgs/msg/Float32
1777518409.4984138,/lane/cross_track_error,0.15535181760787964,std_msgs/msg/Float32
1777518409.5291343,/lane/cross_track_error,0.11889661848545074,std_msgs/msg/Float32
1777518409.5639353,/lane/cross_track_error,0.09776409715414047,std_msgs/msg/Float32
1777518409.5975802,/lane/cross_track_error,0.1262797862291336,std_msgs/msg/Float32
1777518409.630149,/lane/cross_track_error,0.11300338059663773,std_msgs/msg/Float32
1777518409.6657448,/lane/cross_track_error,0.11685552448034286,std_msgs/msg/Float32
1777518409.6979449,/lane/cross_track_error,0.10059806704521179,std_msgs/msg/Float32
1777518409.7291253,/lane/cross_track_error,0.10252907872200012,std_msgs/msg/Float32
1777518409.761609,/lane/cross_track_error,0.07984977215528488,std_msgs/msg/Float32
1777518409.796417,/lane/cross_track_error,0.06292995810508728,std_msgs/msg/Float32
1777518409.8299713,/lane/cross_track_error,0.07238788157701492,std_msgs/msg/Float32
1777518409.862752,/lane/cross_track_error,0.06536685675382614,std_msgs/msg/Float32
1777518409.896424,/lane/cross_track_error,0.07296348363161087,std_msgs/msg/Float32
1777518409.924417,/lane/cross_track_error,-0.2797528803348541,std_msgs/msg/Float32
1777518409.9616098,/lane/cross_track_error,0.05282534286379814,std_msgs/msg/Float32
1777518409.9975882,/lane/cross_track_error,0.033268071711063385,std_msgs/msg/Float32
1777518410.0302622,/lane/cross_track_error,0.017009472474455833,std_msgs/msg/Float32
1777518410.0646925,/lane/cross_track_error,0.00166793679818511,std_msgs/msg/Float32
1777518410.0963175,/lane/cross_track_error,-0.0022875675931572914,std_msgs/msg/Float32
1777518410.130195,/lane/cross_track_error,0.0115218386054039,std_msgs/msg/Float32
1777518410.165356,/lane/cross_track_error,-0.0003954452695325017,std_msgs/msg/Float32
1777518410.197372,/lane/cross_track_error,-0.04055415466427803,std_msgs/msg/Float32
1777518410.229735,/lane/cross_track_error,-0.04873328655958176,std_msgs/msg/Float32
1777518410.2632654,/lane/cross_track_error,0.29334133863449097,std_msgs/msg/Float32
1777518410.2956622,/lane/cross_track_error,0.2724612057209015,std_msgs/msg/Float32
1777518410.3298001,/lane/cross_track_error,0.268748939037323,std_msgs/msg/Float32
